2024-09-12 17:40:42,107 INFO    StreamThr :3096027 [internal.py:wandb_internal():85] W&B internal server running at pid: 3096027, started at: 2024-09-12 17:40:42.107508
2024-09-12 17:40:42,108 DEBUG   HandlerThread:3096027 [handler.py:handle_request():158] handle_request: status
2024-09-12 17:40:42,109 INFO    WriterThread:3096027 [datastore.py:open_for_write():87] open: /home/sankeerth/Gabriel/random/neural_calculator/wandb/run-20240912_174042-f0m3o9c4/run-f0m3o9c4.wandb
2024-09-12 17:40:42,109 DEBUG   SenderThread:3096027 [sender.py:send():391] send: header
2024-09-12 17:40:42,110 DEBUG   SenderThread:3096027 [sender.py:send():391] send: run
2024-09-12 17:40:42,245 INFO    SenderThread:3096027 [dir_watcher.py:__init__():211] watching files in: /home/sankeerth/Gabriel/random/neural_calculator/wandb/run-20240912_174042-f0m3o9c4/files
2024-09-12 17:40:42,245 INFO    SenderThread:3096027 [sender.py:_start_run_threads():1200] run started: f0m3o9c4 with start time 1726177242.107504
2024-09-12 17:40:42,249 DEBUG   HandlerThread:3096027 [handler.py:handle_request():158] handle_request: run_start
2024-09-12 17:40:42,270 DEBUG   HandlerThread:3096027 [system_info.py:__init__():26] System info init
2024-09-12 17:40:42,270 DEBUG   HandlerThread:3096027 [system_info.py:__init__():41] System info init done
2024-09-12 17:40:42,270 INFO    HandlerThread:3096027 [system_monitor.py:start():194] Starting system monitor
2024-09-12 17:40:42,270 INFO    SystemMonitor:3096027 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-12 17:40:42,270 INFO    HandlerThread:3096027 [system_monitor.py:probe():214] Collecting system info
2024-09-12 17:40:42,270 INFO    SystemMonitor:3096027 [interfaces.py:start():188] Started cpu monitoring
2024-09-12 17:40:42,271 INFO    SystemMonitor:3096027 [interfaces.py:start():188] Started disk monitoring
2024-09-12 17:40:42,271 INFO    SystemMonitor:3096027 [interfaces.py:start():188] Started gpu monitoring
2024-09-12 17:40:42,271 INFO    SystemMonitor:3096027 [interfaces.py:start():188] Started memory monitoring
2024-09-12 17:40:42,271 INFO    SystemMonitor:3096027 [interfaces.py:start():188] Started network monitoring
2024-09-12 17:40:42,311 DEBUG   HandlerThread:3096027 [system_info.py:probe():152] Probing system
2024-09-12 17:40:42,312 DEBUG   HandlerThread:3096027 [system_info.py:_probe_git():137] Probing git
2024-09-12 17:40:42,314 DEBUG   HandlerThread:3096027 [system_info.py:_probe_git():145] Probing git done
2024-09-12 17:40:42,314 DEBUG   HandlerThread:3096027 [system_info.py:probe():200] Probing system done
2024-09-12 17:40:42,314 DEBUG   HandlerThread:3096027 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-119-generic-x86_64-with-glibc2.35', 'python': '3.10.14', 'heartbeatAt': '2024-09-12T21:40:42.311769', 'startedAt': '2024-09-12T21:40:42.105799', 'docker': None, 'cuda': None, 'args': ('--lr', '0.0008', '--model_name', 'ATC_FINAL'), 'state': 'running', 'program': '/home/sankeerth/Gabriel/random/neural_calculator/train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'git@github-gabe:GabrielWu2004/Neural_calculator.git', 'commit': '4b4307717a657015b3ee34b1eacf285f9ba372df'}, 'email': 'gabrielwu2004@gmail.com', 'root': '/home/sankeerth/Gabriel/random/neural_calculator', 'host': 'embarc-gpu', 'username': 'sankeerth', 'executable': '/home/sankeerth/miniconda3/envs/3dgs/bin/python', 'cpu_count': 16, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3552.6755833333336, 'min': 800.0, 'max': 4950.0}, 'cpu_freq_per_core': [{'current': 5012.997, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5400.0}, {'current': 3400.0, 'min': 800.0, 'max': 5400.0}, {'current': 3400.0, 'min': 800.0, 'max': 5400.0}, {'current': 3400.0, 'min': 800.0, 'max': 5400.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 5221.162, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}], 'disk': {'/': {'total': 3665.4150924682617, 'used': 2700.4411582946777}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}, {'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 62.551273345947266}}
2024-09-12 17:40:42,314 INFO    HandlerThread:3096027 [system_monitor.py:probe():224] Finished collecting system info
2024-09-12 17:40:42,314 INFO    HandlerThread:3096027 [system_monitor.py:probe():227] Publishing system info
2024-09-12 17:40:42,314 DEBUG   HandlerThread:3096027 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-09-12 17:40:43,246 INFO    Thread-12 :3096027 [dir_watcher.py:_on_file_created():271] file/dir created: /home/sankeerth/Gabriel/random/neural_calculator/wandb/run-20240912_174042-f0m3o9c4/files/conda-environment.yaml
2024-09-12 17:40:44,382 DEBUG   HandlerThread:3096027 [system_info.py:_save_conda():224] Saving conda packages done
2024-09-12 17:40:44,382 INFO    HandlerThread:3096027 [system_monitor.py:probe():229] Finished publishing system info
2024-09-12 17:40:44,384 DEBUG   SenderThread:3096027 [sender.py:send():391] send: files
2024-09-12 17:40:44,384 INFO    SenderThread:3096027 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2024-09-12 17:40:44,407 DEBUG   HandlerThread:3096027 [handler.py:handle_request():158] handle_request: python_packages
2024-09-12 17:40:44,407 DEBUG   SenderThread:3096027 [sender.py:send_request():418] send_request: python_packages
2024-09-12 17:40:44,407 DEBUG   HandlerThread:3096027 [handler.py:handle_request():158] handle_request: stop_status
2024-09-12 17:40:44,407 DEBUG   HandlerThread:3096027 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-12 17:40:44,407 DEBUG   SenderThread:3096027 [sender.py:send_request():418] send_request: stop_status
2024-09-12 17:40:44,498 DEBUG   SenderThread:3096027 [sender.py:send():391] send: telemetry
2024-09-12 17:40:44,645 INFO    wandb-upload_0:3096027 [upload_job.py:push():130] Uploaded file /tmp/tmpihk8bjhawandb/9d60awyu-wandb-metadata.json
2024-09-12 17:40:45,126 DEBUG   HandlerThread:3096027 [handler.py:handle_request():158] handle_request: partial_history
2024-09-12 17:40:45,126 DEBUG   SenderThread:3096027 [sender.py:send():391] send: history
2024-09-12 17:40:45,127 DEBUG   SenderThread:3096027 [sender.py:send_request():418] send_request: summary_record
