2024-09-13 11:56:30,964 INFO    StreamThr :3428153 [internal.py:wandb_internal():85] W&B internal server running at pid: 3428153, started at: 2024-09-13 11:56:30.964523
2024-09-13 11:56:30,965 DEBUG   HandlerThread:3428153 [handler.py:handle_request():158] handle_request: status
2024-09-13 11:56:30,966 INFO    WriterThread:3428153 [datastore.py:open_for_write():87] open: /home/sankeerth/Gabriel/random/neural_calculator/wandb/run-20240913_115630-tcdnu4l5/run-tcdnu4l5.wandb
2024-09-13 11:56:30,966 DEBUG   SenderThread:3428153 [sender.py:send():391] send: header
2024-09-13 11:56:30,967 DEBUG   SenderThread:3428153 [sender.py:send():391] send: run
2024-09-13 11:56:31,339 INFO    SenderThread:3428153 [dir_watcher.py:__init__():211] watching files in: /home/sankeerth/Gabriel/random/neural_calculator/wandb/run-20240913_115630-tcdnu4l5/files
2024-09-13 11:56:31,339 INFO    SenderThread:3428153 [sender.py:_start_run_threads():1200] run started: tcdnu4l5 with start time 1726242990.964384
2024-09-13 11:56:31,344 DEBUG   HandlerThread:3428153 [handler.py:handle_request():158] handle_request: run_start
2024-09-13 11:56:31,370 DEBUG   HandlerThread:3428153 [system_info.py:__init__():26] System info init
2024-09-13 11:56:31,370 DEBUG   HandlerThread:3428153 [system_info.py:__init__():41] System info init done
2024-09-13 11:56:31,370 INFO    HandlerThread:3428153 [system_monitor.py:start():194] Starting system monitor
2024-09-13 11:56:31,370 INFO    SystemMonitor:3428153 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-13 11:56:31,371 INFO    HandlerThread:3428153 [system_monitor.py:probe():214] Collecting system info
2024-09-13 11:56:31,371 INFO    SystemMonitor:3428153 [interfaces.py:start():188] Started cpu monitoring
2024-09-13 11:56:31,371 INFO    SystemMonitor:3428153 [interfaces.py:start():188] Started disk monitoring
2024-09-13 11:56:31,372 INFO    SystemMonitor:3428153 [interfaces.py:start():188] Started gpu monitoring
2024-09-13 11:56:31,372 INFO    SystemMonitor:3428153 [interfaces.py:start():188] Started memory monitoring
2024-09-13 11:56:31,372 INFO    SystemMonitor:3428153 [interfaces.py:start():188] Started network monitoring
2024-09-13 11:56:31,392 DEBUG   HandlerThread:3428153 [system_info.py:probe():152] Probing system
2024-09-13 11:56:31,392 DEBUG   HandlerThread:3428153 [system_info.py:_probe_git():137] Probing git
2024-09-13 11:56:31,394 DEBUG   HandlerThread:3428153 [system_info.py:_probe_git():145] Probing git done
2024-09-13 11:56:31,394 DEBUG   HandlerThread:3428153 [system_info.py:probe():200] Probing system done
